CPU Power Cap,GPU Power Cap,IPS,FLOPS,Performance
120,150,0.6010269241260995,0.9781462765711751,0.8266073124318725
120,170,0.5685473057961249,0.9808733729341229,0.8785096864764111
120,190,0.581552590733082,0.9830314004083255,0.9203064625155735
120,210,0.5825123854261244,0.9814609180854896,0.9546206815301859
120,230,0.5752143496306268,0.9685312295028963,0.9773882463779431
120,250,0.5751530645751166,0.9818710911156894,1.0
140,150,0.703948499913356,0.9849529317209715,0.8299473694952794
140,170,0.7141285262268846,0.9687584875331418,0.8764747470399589
140,190,0.726301626890299,0.9757665339455136,0.9187296834476449
140,210,0.7333039788248489,0.97655916561198,0.9525128696068392
140,230,0.7207125683337706,0.9769545576320822,0.9766322337880424
140,250,0.7308655855434477,0.9693700518259168,0.9997900974574817
160,150,0.875234700045495,0.9888791375280608,0.8263440100059645
160,170,0.8813342284848424,0.981359298641071,0.877298932481628
160,190,0.8618179076541718,0.9810137925300472,0.9163916970731943
160,210,0.8378116445080629,0.9872070357608063,0.9492638162293764
160,230,0.8536320994195485,0.9332933014309868,0.9768245986619373
160,250,0.8570572490243704,0.9909115264164366,0.9981994403954346
180,150,0.9043137642458302,0.9900080371742402,0.8261978534619261
180,170,0.9212397512611474,0.9885133075281534,0.8770120123970546
180,190,0.9477145648678286,0.9939711955065732,0.9187040705825685
180,210,0.9639089097050543,0.9944663593448316,0.9481200386874502
180,230,0.9774687584831238,0.9900357515681729,0.9761922206278936
180,250,1.0,0.9760178111171675,0.9969188616242032
220,150,0.9638316362342312,0.9856901345995731,0.827485918569559
220,170,0.9478376169674937,0.9908634881336205,0.878349121176206
220,190,0.9670574105443555,0.9937771947490464,0.917948126766297
220,210,0.9860085964106454,0.998298336212551,0.9482923232949927
220,230,0.9869371896693135,0.954402431476161,0.9752460195844508
220,250,0.9307258023462199,1.0,0.9994195110876775
